year,category,signed,filename,path,relative_path,size_bytes,modified,sha256,pages,text_chars,page_text_chars,extract_error
2020,especificacion_compra_instalacion,False,GF-EIM-IT-0024-2020---Esp. Téc. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0024-2020---Esp. Téc. AA Atlántica.pdf,2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0024-2020---Esp. Téc. AA Atlántica.pdf,1290344,1591377757.0,df0592c16345c8d6e42f87b497d4cc622b57686eaceae33b0bc1a4028acd2ed5,32,81473,"[729, 2955, 2467, 2561, 3376, 3244, 3576, 2938, 2859, 2857, 3033, 2889, 3599, 3387, 3065, 3395, 3268, 3312, 2945, 3357, 3915, 3741, 3507, 3118, 620, 1828, 402, 1704, 1281, 143, 151, 893]",
2020,especificacion_compra_instalacion,False,GF-EIM-IT-0031-2020---Esp. Téc. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0031-2020---Esp. Téc. AA Atlántica.pdf,2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0031-2020---Esp. Téc. AA Atlántica.pdf,710403,1593106336.0,1209be609e0010632a5a423a1297639a966be32fd11423a9138ba8f1612e28bf,31,88193,"[722, 2899, 2708, 3089, 3471, 3255, 3768, 2991, 2852, 2933, 3256, 3015, 3441, 3309, 3148, 3607, 3431, 3108, 3050, 3376, 3938, 3766, 3531, 3258, 1758, 2792, 2134, 1829, 402, 1706, 1283]",
2020,especificacion_compra_instalacion,False,GF-EIM-N-0016-2020----Aclaraciones Esp. Tec. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\GF-EIM-N-0016-2020----Aclaraciones Esp. Tec. AA Atlántica.pdf,2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\GF-EIM-N-0016-2020----Aclaraciones Esp. Tec. AA Atlántica.pdf,234383,1593115815.0,e5c1af8ed90ea47988ec08e0bd1ddf4eee33a3774148f1d09551e622d2b5be44,1,1927,[1924],
2020,respuesta_inspeccion_recepcion,False,GF-EIM-N-0025-2020---Visita de campo AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\GF-EIM-N-0025-2020---Visita de campo AA Atlántica.pdf,2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\GF-EIM-N-0025-2020---Visita de campo AA Atlántica.pdf,195496,1595277838.0,887d93c57f5d7d7d1d451f6dbef07cc07d52a40a042b40fa71003c5b63ae5724,2,3088,"[2232, 841]",
2019,especificacion_compra_instalacion,False,EIM-GF-001-2019-IT---Esp. Téc. AA Puriscal.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-001-2019-IT---Esp. Téc. AA Puriscal.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-001-2019-IT---Esp. Téc. AA Puriscal.pdf,610164,1548341091.0,ac20c1389d1dbaf396362a8730818578b56eaca8f063b572c3a9882ea41d4dad,14,41442,"[811, 2068, 3280, 3420, 2888, 3336, 2652, 3602, 3297, 3713, 3592, 3723, 3291, 1696]",
2019,respuesta_inspeccion_recepcion,False,EIM-GF-0012-2019-N---Respuesta Consultas AA Atlánti....pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0012-2019-N---Respuesta Consultas AA Atlánti....pdf,2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0012-2019-N---Respuesta Consultas AA Atlánti....pdf,628195,1560373493.0,aecd1b113a9d37d22570a6bf6575d650be85397ea5d981ef153683d8aaf7761d,3,9098,"[2873, 3367, 2840]",
2019,respuesta_inspeccion_recepcion,False,EIM-GF-0019-2019-N---Visita de campo AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0019-2019-N---Visita de campo AA Atlántica.pdf,2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0019-2019-N---Visita de campo AA Atlántica.pdf,448849,1564152890.0,0fec6e19675625a3aafbb40673cde7f51dd6f9592f8223dd5d7701fa9f0e93b2,2,3544,"[2615, 921]",
2019,aclaracion_modificacion,False,EIM-GF-0033-2019-N---Aclaraciones AA San Rafael.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0033-2019-N---Aclaraciones AA San Rafael.pdf,2019\04 DOCUMENTOS PDF 2019\NOTAS PDF 2019\EIM-GF-0033-2019-N---Aclaraciones AA San Rafael.pdf,412684,1573588323.0,7d8b85343d6b20e2a0966347fbffc30defb39e1c24da10991e825c9186f00837,1,1297,[1293],
2019,aclaracion_modificacion,False,EIM-GF-01-2019-RT---Ampliación AA Chorotega.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\Recomendación Técnica 2019\EIM-GF-01-2019-RT---Ampliación AA Chorotega.pdf,2019\04 DOCUMENTOS PDF 2019\Recomendación Técnica 2019\EIM-GF-01-2019-RT---Ampliación AA Chorotega.pdf,472728,1551293748.0,32b773dffeb8299cd4c8907061d1665294d98cf858347db1373632d44edd1d32,2,4085,"[2327, 1748]",
2019,especificacion_compra_instalacion,False,EIM-GF-014-2019-IT---Esp. Téc. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-014-2019-IT---Esp. Téc. AA Atlántica.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-014-2019-IT---Esp. Téc. AA Atlántica.pdf,1407556,1559681516.0,f7838ba64accd1fd2e7715101bf63d44d2f6d898b3f2bfca1371fda9ec586698,22,53059,"[789, 2829, 1941, 2739, 3610, 3488, 3568, 2977, 2815, 3044, 3245, 3204, 3224, 3937, 3608, 3583, 3088, 638, 143, 152, 159, 175]",
2019,especificacion_mantenimiento,False,EIM-GF-016-2019-IT---Esp. Téc. Mante AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-016-2019-IT---Esp. Téc. Mante AA Atlántica.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-016-2019-IT---Esp. Téc. Mante AA Atlántica.pdf,807586,1560893249.0,f1ac128fcf35fd66e7c10f94d688aa111b2a7898ac85deaef272abee724d5ab7,15,36772,"[806, 2434, 2881, 3014, 3614, 3557, 3369, 3326, 3462, 2915, 1615, 1871, 499, 1669, 1455]",
2019,especificacion_compra_instalacion,False,EIM-GF-021-2019-IT---Esp. Téc. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-021-2019-IT---Esp. Téc. AA Atlántica.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-021-2019-IT---Esp. Téc. AA Atlántica.pdf,1406660,1562878493.0,8ca569822aac9682df47e2ee3034a6f7f14fc993aca5dc7bff2321cd950e2edc,22,52598,"[790, 2769, 1852, 2564, 3656, 3393, 3480, 2978, 2818, 3044, 3241, 3202, 3226, 3933, 3604, 3588, 3091, 638, 143, 152, 159, 175]",
2019,respuesta_inspeccion_recepcion,False,EIM-GF-047-2019-IT---RECEPCIÓN INST. AA Central.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-047-2019-IT---RECEPCIÓN INST. AA Central.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-047-2019-IT---RECEPCIÓN INST. AA Central.pdf,328724,1574283974.0,2b8e2fba49fc27ca417b4014aa8f81decb3652fe6c8e41e009e982202e64f84f,2,3753,"[808, 2935]",
2019,respuesta_inspeccion_recepcion,False,EIM-GF-051-2019-IT---RECEPCIÓN INST. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-051-2019-IT---RECEPCIÓN INST. AA Atlántica.pdf,2019\04 DOCUMENTOS PDF 2019\INFORMES PDF 2019\EIM-GF-051-2019-IT---RECEPCIÓN INST. AA Atlántica.pdf,327970,1575385609.0,b7af77af7267581a5f34bbf0ed25f9994fddcff060cb27df20b776a69e3f09ce,2,2664,"[790, 1864]",
